source,target,confidence,method,status,evidence,alternatives,catalog_version
libcyaml,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libyaml,v20260906+5da435c8
libdaemon,libdaemon,1.0,exact,confident,name identical in both managers; homepages 'https://0pointer.de/lennart/projects/libdaemon/' vs 'http://0pointer.de/lennart/projects/libdaemon/',,v20260906+5da435c8
libdap,libdap11,0.9,version,confident,"same program line: 3.21.1 vs libdap11 3.11.7 (major 3, port identical-or-older); 2 identical sibling(s): libdap9, libdap10",libdap9; libdap10,v20260906+5da435c8
libdatrie,libdatrie,1.0,exact,confident,name identical in both managers; homepages 'https://github.com/tlwg/libdatrie' vs 'http://linux.thai.net/~thep/datrie/datrie.html',,v20260906+5da435c8
libdazzle,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libdrizzle,v20260906+5da435c8
libdbi,libdbi,1.0,exact,confident,name identical in both managers; homepages 'https://libdbi.sourceforge.net/' vs 'http://libdbi.sourceforge.net',,v20260906+5da435c8
libdbusmenu,libdbusmenu,1.0,exact,confident,name identical in both managers; homepages 'https://launchpad.net/libdbusmenu' vs 'http://launchpad.net/ubuntu/karmic/+source/libdbusmenu',,v20260906+5da435c8
libdc1394,libdc1394,1.0,exact,confident,name identical in both managers; homepages 'https://damien.douxchamps.net/ieee1394/libdc1394/' vs 'http://sourceforge.net/projects/libdc1394',,v20260906+5da435c8
libdca,libdca,1.0,exact,confident,name identical in both managers; homepages 'https://www.videolan.org/developers/libdca.html' vs 'http://www.videolan.org/developers/libdca.html',,v20260906+5da435c8
libde265,libde265.0-shlibs,0.9,homepage,confident,same upstream 'https://github.com/strukturag/libde265' (desc overlap 0.80),,v20260906+5da435c8
libdecor,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libdeflate,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'https://github.com/ebiggers/libdeflate' as 'libdeflate0-shlibs' but desc overlap only 0.09; no lookalikes either,,v20260906+5da435c8
libdex,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libdicom,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libdill,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libdiscid,libdiscid,1.0,exact,confident,name identical in both managers; homepages 'https://musicbrainz.org/doc/libdiscid' vs 'http://musicbrainz.org/doc/libdiscid/',,v20260906+5da435c8
libdivecomputer,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libdivide,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libdivsufsort,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libdmtx,libdmtx,1.0,exact,confident,name identical in both managers; homepages 'https://libdmtx.sourceforge.net/' vs '',,v20260906+5da435c8
libdmx,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libdmtx; libmxp,v20260906+5da435c8
libdnet,libdnet,1.0,exact,confident,name identical in both managers; homepages 'https://github.com/ofalk/libdnet' vs 'http://libdnet.sourceforge.net/',,v20260906+5da435c8
libdom,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libgdome0,v20260906+5da435c8
libdpp,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libdrawtext,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libdrm,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libcdr,v20260906+5da435c8
libdshconfig,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libconfig8; libconfig9,v20260906+5da435c8
libdsk,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,lib3ds,v20260906+5da435c8
libdv,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libdv4; libev; libmd,v20260906+5da435c8
libdvbcsa,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libdca,v20260906+5da435c8
libdvbpsi,libdvbpsi,1.0,exact,confident,name identical in both managers; homepages 'https://www.videolan.org/developers/libdvbpsi.html' vs '',,v20260906+5da435c8
libdvdcss,libdvdcss,1.0,exact,confident,name identical in both managers; homepages 'https://www.videolan.org/developers/libdvdcss.html' vs 'http://www.videolan.org/libdvdcss/index.html',,v20260906+5da435c8
libdvdnav,libdvdnav,1.0,exact,confident,name identical in both managers; homepages 'https://www.videolan.org/developers/libdvdnav.html' vs 'http://dvd.sourceforge.net/',,v20260906+5da435c8
libdvdread,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'https://www.videolan.org/developers/libdvdnav.html' as 'libdvdread.3-shlibs' but versions '7.1.1' vs '0.9.7'; fuzzy suggestions listed for review,libdvdread.3; libdvdread4,v20260906+5da435c8
libeatmydata,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libebml,libebml,1.0,exact,confident,name identical in both managers; homepages 'https://www.matroska.org/' vs 'http://dl.matroska.org/downloads/libebml/',,v20260906+5da435c8
libebur128,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libecpint,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libedit,libedit,1.0,exact,confident,name identical in both managers; homepages 'https://thrysoee.dk/editline/' vs 'http://www.thrysoee.dk/editline',,v20260906+5da435c8
libelf,libelf,1.0,exact,confident,name identical in both managers; homepages 'https://fossies.org/linux/misc/old/libelf-0.8.13.tar.gz/' vs 'http://directory.fsf.org/libs/misc/libelf.html',,v20260906+5da435c8
libemf2svg,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libepoxy,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libproxy0; libproxy1; libsexy,v20260906+5da435c8
libesedb,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libestr,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libesmtp,v20260906+5da435c8
libetonyek,libetonyek,1.0,exact,confident,name identical in both managers; homepages 'https://wiki.documentfoundation.org/DLP/Libraries/libetonyek' vs 'http://www.freedesktop.org/wiki/Software/libetonyek/',,v20260906+5da435c8
libetpan,libetpan,1.0,exact,confident,name identical in both managers; homepages 'https://www.etpan.org/libetpan.html' vs 'http://libetpan.sourceforge.net',,v20260906+5da435c8
libev,libev,1.0,exact,confident,name identical in both managers; homepages 'https://software.schmorp.de/pkg/libev.html' vs 'http://software.schmorp.de/pkg/libev.html',,v20260906+5da435c8
libevdev,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libevent,libevent2,0.9,version,confident,"same program line: 2.1.13 vs libevent2 2.0.22 (major 2, port identical-or-older)",,v20260906+5da435c8
libewf,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libelf; libemf; libwmf,v20260906+5da435c8
libexif,libexif,1.0,exact,confident,name identical in both managers; homepages 'https://libexif.github.io/' vs 'http://home.bawue.de/~lutz/',,v20260906+5da435c8
libexosip,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libosip1; libosip2,v20260906+5da435c8
libextractor,libextractor,1.0,exact,confident,name identical in both managers; homepages 'https://www.gnu.org/software/libextractor/' vs 'http://www.gnu.org/software/libextractor',,v20260906+5da435c8
libfabric,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libfaketime,libfaketime,1.0,exact,confident,name identical in both managers; homepages 'https://github.com/wolfcw/libfaketime' vs '',,v20260906+5da435c8
libfastjson,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libff,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libffi; libffi6; libtiff,v20260906+5da435c8
libffcall,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,ffcall,v20260906+5da435c8
libffi,libffi,1.0,exact,confident,name identical in both managers; homepages 'https://sourceware.org/libffi/' vs '',,v20260906+5da435c8
libfido2,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,klibido; libidl2,v20260906+5da435c8
libfishsound,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libfixbuf,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libfixposix,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libflowmanager,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libfontenc,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libforensic1394,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libformfactor,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libfreefare,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libfreehand,libfreehand,1.0,exact,confident,name identical in both managers; homepages 'https://wiki.documentfoundation.org/DLP/Libraries/libfreehand' vs 'https://wiki.documentfoundation.org/DLP/Libraries/libfreehand',,v20260906+5da435c8
libfreenect,libfreenect,1.0,exact,confident,name identical in both managers; homepages 'https://openkinect.org/' vs 'http://openkinect.org',,v20260906+5da435c8
libfs,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libfm,v20260906+5da435c8
libftdi,libftdi,1.0,exact,confident,name identical in both managers; homepages 'https://www.intra2net.com/en/developer/libftdi' vs 'http://www.intra2net.com/en/developer/libftdi/index.php',,v20260906+5da435c8
libfuse,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libfuse@2,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libfyaml,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libyaml,v20260906+5da435c8
libgadu,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libgaul0; libglade,v20260906+5da435c8
libgccjit,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'https://gcc.gnu.org/' as 'mingw-gcc' but versions '16.2.0' vs '4.1.0'; no lookalikes either,,v20260906+5da435c8
libgcrypt,libgcrypt,1.0,exact,confident,name identical in both managers; homepages 'https://gnupg.org/related_software/libgcrypt/' vs 'http://directory.fsf.org/project/libgcrypt/',,v20260906+5da435c8
libgda,libgda,1.0,exact,confident,name identical in both managers; homepages 'https://www.gnome-db.org/' vs 'http://www.gnome-db.org',,v20260906+5da435c8
libgdata,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libgda; libgeda,v20260906+5da435c8
libgedit-amtk,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libgedit-gfls,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libgedit-gtksourceview,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libgedit-tepl,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libgee,libgee,1.0,exact,confident,name identical in both managers; homepages 'https://gitlab.gnome.org/GNOME/libgee' vs 'http://live.gnome.org/Libgee',,v20260906+5da435c8
libgeotiff,libgeotiff,1.0,exact,confident,name identical in both managers; homepages 'https://github.com/OSGeo/libgeotiff' vs 'http://trac.osgeo.org/geotiff/',,v20260906+5da435c8
libgetdata,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libgeda,v20260906+5da435c8
libgfshare,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libghthash,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libgig,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libgig1; libagg; libggz,v20260906+5da435c8
libgit2,libgit2,1.0,exact,confident,name identical in both managers; homepages 'https://libgit2.org/' vs 'http://libgit2.github.com',,v20260906+5da435c8
libgit2-glib,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libgit2@1.7,libgit2.28,0.73,near-hit,near-hit,"nearest same-program port: 1.7.2 vs libgit2.28 0.28.5 (1 major older); siblings: libgit2.27, libgit2.21",libgit2.27; libgit2.21,v20260906+5da435c8
libgit2@1.8,libgit2.27,0.73,near-hit,near-hit,nearest same-program port: 1.8.7 vs libgit2.27 0.27.10 (1 major older); siblings: libgit2.21,libgit2.21,v20260906+5da435c8
libgnt,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'https://pidgin.im/' as 'pidgin' but desc overlap only 0.00; fuzzy suggestions listed for review,libnet,v20260906+5da435c8
libgoa,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libgda,v20260906+5da435c8
libgosu,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libgeos2; libgeos3; libgksu2,v20260906+5da435c8
libgpg-error,libgpg-error,1.0,exact,confident,name identical in both managers; homepages 'https://www.gnupg.org/related_software/libgpg-error/' vs 'https://gnupg.org/software/libgpg-error/index.html',,v20260906+5da435c8
libgphoto2,libgphoto2,1.0,exact,confident,name identical in both managers; homepages 'http://www.gphoto.org/proj/libgphoto2/' vs 'http://www.gphoto.org',,v20260906+5da435c8
libgr,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libgrx,v20260906+5da435c8
libgrape-lite,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
